0,0,unneccessagf shoulds shouldve should'nt,discrepancies_lexical_per_100,0.04
0,0,wouldnt unneedofek want must've should'nt,discrepancies_lexical_per_100,0.05
0,0,hopes wish,discrepancies_lexical_per_100,0.02
0,0,must'nt rather wouldn't ought'nt,discrepancies_lexical_per_100,0.04
0,0,needn't unwantpotnw hopefulness oughta couldn't,discrepancies_lexical_per_100,0.05
0,0,musilej,hear_lexical_per_100,0.01
0,0,listens hearing listenerjp noisy,hear_lexical_per_100,0.04
0,0,noises noisy harmongoc hearing audiblweds,hear_lexical_per_100,0.05
0,0,ear yell listenerpvo,hear_lexical_per_100,0.03
0,0,sang rang ear concertfuw,hear_lexical_per_100,0.04
0,0,drapeulqv backyard loveseatjproz closet,home_lexical_per_100,0.04
0,0,curtainqygkr drapekwvh,home_lexical_per_100,0.02
0,0,bathae,home_lexical_per_100,0.01
0,0,curtainbu loveseatntr family housing rooms,home_lexical_per_100,0.05
0,0,bedroomxhpl furniture,home_lexical_per_100,0.02
0,0,if,conjunction_lexical_per_100,0.01
0,0,altho while though then how,conjunction_lexical_per_100,0.05
0,0,when or,conjunction_lexical_per_100,0.02
0,0,if,conjunction_lexical_per_100,0.01
0,0,but however,conjunction_lexical_per_100,0.02
0,0,undoubtni,certainty_lexical_per_100,0.01
0,0,altogether truthzhf,certainty_lexical_per_100,0.02
0,0,distinctue definitiveeol commitmentflk forever,certainty_lexical_per_100,0.04
0,0,total essential,certainty_lexical_per_100,0.02
0,0,fundamentals completes guarantidjp,certainty_lexical_per_100,0.03
0,0,both add with,inclusive_lexical_per_100,0.03
0,0,around we along,inclusive_lexical_per_100,0.03
0,0,each with,inclusive_lexical_per_100,0.02
0,0,with inclusg come came around,inclusive_lexical_per_100,0.05
0,0,each around come,inclusive_lexical_per_100,0.03
0,0,nausen sensation brunchkjz,bio_lexical_per_100,0.03
0,0,butt saliverbwp,bio_lexical_per_100,0.02
0,0,palms,bio_lexical_per_100,0.01
0,0,liquoriole,bio_lexical_per_100,0.01
0,0,xanax prescriqd hand sodauce,bio_lexical_per_100,0.04
0,0,strivl master,achievement_lexical_per_100,0.02
0,0,originattvf solutionmuyho elitlxoup proficiengiy quittd,achievement_lexical_per_100,0.05
0,0,finalizuav best quitti capabfs,achievement_lexical_per_100,0.04
0,0,masters plans,achievement_lexical_per_100,0.02
0,0,strengthe successqfhs herovqw overconfidence,achievement_lexical_per_100,0.04
0,0,apparently,adverbs_lexical_per_100,0.01
0,0,so,adverbs_lexical_per_100,0.01
0,0,immediately generally very well truly,adverbs_lexical_per_100,0.05
0,0,rather instead here pushty,adverbs_lexical_per_100,0.04
0,0,instead,adverbs_lexical_per_100,0.01
0,0,phobii apprehensnmeyt,anxiety_lexical_per_100,0.02
0,0,obsesstusbg anguishuiy terrorkm,anxiety_lexical_per_100,0.03
0,0,restlesst tenseod feared overwhelmfvlxi,anxiety_lexical_per_100,0.04
0,0,timidfzbh stressetd,anxiety_lexical_per_100,0.02
0,0,apprehensrm dreadn,anxiety_lexical_per_100,0.02
0,0,oneself shes he she'll herself,third_person_lexical_per_100,0.05
0,0,shes he'd himself hes her,third_person_lexical_per_100,0.05
0,0,she'll,third_person_lexical_per_100,0.01
0,0,she'll her,third_person_lexical_per_100,0.02
0,0,she'll him she's hes he,third_person_lexical_per_100,0.05
0,0,havent haven't ought'nt wont,negation_lexical_per_100,0.04
